year,month,fleet,sex,partition,Nsamp,F6,F8,F10,F12,F14,F16,F18,F20,F22,F24,F26,F28,F30,F32,F34,F36,F38,F40,F42,F44,F46,F48,F50,F52,F54,F56,F58,F60,F62,F64,F66,F68,F70,F72,M6,M8,M10,M12,M14,M16,M18,M20,M22,M24,M26,M28,M30,M32,M34,M36,M38,M40,M42,M44,M46,M48,M50,M52,M54,M56,M58,M60,M62,M64,M66,M68,M70,M72
2012,7,1,0,2,379.156,0,0,0,0,1.6903127330348503e-4,0.0034079734817701914,0.007855388576578344,0.034050540442391884,0.04060695813940764,0.09166287725880547,0.11802288444957963,0.1508752352467291,0.09798069252600995,0.08485786314373157,0.06775948336830645,0.059561009050184056,0.04005101290218345,0.043733816639614724,0.020303610235280257,0.01884951653885691,0.021945561678250538,0.011053992224822238,0.012186035026291757,0.013616669615110332,0.010158322892431834,0.013674259863422146,0.009549033633398553,0.009640959940325879,0.00904180349915705,0.004245641180474316,0.0016874266996148453,0.0019776715706457016,8.19573060637702e-4,6.551558426839563e-4,0,0,0,0,1.6903127330348503e-4,0.0034079734817701914,0.007855388576578344,0.034050540442391884,0.04060695813940764,0.09166287725880547,0.11802288444957963,0.1508752352467291,0.09798069252600995,0.08485786314373157,0.06775948336830645,0.059561009050184056,0.04005101290218345,0.043733816639614724,0.020303610235280257,0.01884951653885691,0.021945561678250538,0.011053992224822238,0.012186035026291757,0.013616669615110332,0.010158322892431834,0.013674259863422146,0.009549033633398553,0.009640959940325879,0.00904180349915705,0.004245641180474316,0.0016874266996148453,0.0019776715706457016,8.19573060637702e-4,6.551558426839563e-4
2013,7,1,0,2,431.622,0,0,0.015544855795885906,0.01762423054838256,0.04360072841003337,0.0450463141051264,0.033865230232549004,0.04822435593794032,0.07634493455310362,0.07422319607514645,0.08217843613568603,0.1107533173216517,0.08117948861876996,0.06069057263704683,0.04564914615236025,0.040556558508489084,0.03338399093101381,0.030547031557275797,0.024864067495647665,0.020878029502730905,0.017188623373375823,0.015945316787397062,0.012800094098011774,0.010970190807398231,0.012040142031555776,0.010058018111887954,0.010210951812916166,0.005176774397067688,0.007553327866890596,0.004876113617075438,0.003192307491630777,0.0035306557852550382,3.020376311389626e-5,0.001272795537584175,0,0,0.015544855795885906,0.01762423054838256,0.04360072841003337,0.0450463141051264,0.033865230232549004,0.04822435593794032,0.07634493455310362,0.07422319607514645,0.08217843613568603,0.1107533173216517,0.08117948861876996,0.06069057263704683,0.04564914615236025,0.040556558508489084,0.03338399093101381,0.030547031557275797,0.024864067495647665,0.020878029502730905,0.017188623373375823,0.015945316787397062,0.012800094098011774,0.010970190807398231,0.012040142031555776,0.010058018111887954,0.010210951812916166,0.005176774397067688,0.007553327866890596,0.004876113617075438,0.003192307491630777,0.0035306557852550382,3.020376311389626e-5,0.001272795537584175
2014,7,1,0,2,353.968,0,0,0,0,0.01263118744799134,0.026383417704979824,0.027206095770859605,0.05022518560937413,0.0768622848087055,0.08016876844951995,0.10099093572578535,0.11863850656494786,0.08459342607868861,0.07075678482389253,0.059042151849009614,0.05414275217494623,0.03294182250663227,0.0342612984524836,0.031145276780034464,0.023293392692259468,0.017188207259753653,0.01814648060597189,0.00817900881400774,0.008214158080614755,0.013926209371736999,0.009343755694981996,0.009952521238104051,0.004076144532295177,0.004679859568060242,0.008295876694378534,0.004715532085989583,0.005243462228878984,8.885707850279175e-4,0.003866925600088103,0,0,0,0,0.01263118744799134,0.026383417704979824,0.027206095770859605,0.05022518560937413,0.0768622848087055,0.08016876844951995,0.10099093572578535,0.11863850656494786,0.08459342607868861,0.07075678482389253,0.059042151849009614,0.05414275217494623,0.03294182250663227,0.0342612984524836,0.031145276780034464,0.023293392692259468,0.017188207259753653,0.01814648060597189,0.00817900881400774,0.008214158080614755,0.013926209371736999,0.009343755694981996,0.009952521238104051,0.004076144532295177,0.004679859568060242,0.008295876694378534,0.004715532085989583,0.005243462228878984,8.885707850279175e-4,0.003866925600088103
2015,7,1,0,2,329.27000000000004,0,0,0,0.010288770233343344,0.02208782602777841,0.03060896133621385,0.053734213760391614,0.06181329698830858,0.08868563217034559,0.10276414737294104,0.13252733061871372,0.10139542092586211,0.0895714441642306,0.07202732778024985,0.06122343872302002,0.039631607205668044,0.03141287311787332,0.0251576347535952,0.01173378067772875,0.012875166137821697,0.00845759234220024,0.006634202994556073,0.006765552783559093,0.0028408963621971432,0.008328685996080791,0.0036560115308203038,0.005965460933368539,0.003623234802636347,0.002418935017047876,0.0015925389846538874,6.036188722686539e-4,4.906612879075458e-4,3.4467321729818605e-4,7.390628813196009e-4,0,0,0,0.010288770233343344,0.02208782602777841,0.03060896133621385,0.053734213760391614,0.06181329698830858,0.08868563217034559,0.10276414737294104,0.13252733061871372,0.10139542092586211,0.0895714441642306,0.07202732778024985,0.06122343872302002,0.039631607205668044,0.03141287311787332,0.0251576347535952,0.01173378067772875,0.012875166137821697,0.00845759234220024,0.006634202994556073,0.006765552783559093,0.0028408963621971432,0.008328685996080791,0.0036560115308203038,0.005965460933368539,0.003623234802636347,0.002418935017047876,0.0015925389846538874,6.036188722686539e-4,4.906612879075458e-4,3.4467321729818605e-4,7.390628813196009e-4
2016,7,1,0,2,265.31000000000006,0,0,0,0.0013427867561273698,0.0055113150030345085,0.02316229390903284,0.045284206964206306,0.07723773138879386,0.0789249597255805,0.14288911538541882,0.1354994192012774,0.10988364932648409,0.07003035807510972,0.0693025583785158,0.04906667987321063,0.02851115924132952,0.029633077629446617,0.024954727780385568,0.022115741123145752,0.01552093650026105,0.011141562208430725,0.011611986560343728,0.00962280455501428,0.004603679911618949,0.008152223351545262,0.010267131410182134,0.004404986905213524,0.0020620186276430353,0.002134391167652396,0.0021859742257156986,0.0015446059725886504,0.0016581294345469294,8.363727523172824e-4,9.034166558270955e-4,0,0,0,0.0013427867561273698,0.0055113150030345085,0.02316229390903284,0.045284206964206306,0.07723773138879386,0.0789249597255805,0.14288911538541882,0.1354994192012774,0.10988364932648409,0.07003035807510972,0.0693025583785158,0.04906667987321063,0.02851115924132952,0.029633077629446617,0.024954727780385568,0.022115741123145752,0.01552093650026105,0.011141562208430725,0.011611986560343728,0.00962280455501428,0.004603679911618949,0.008152223351545262,0.010267131410182134,0.004404986905213524,0.0020620186276430353,0.002134391167652396,0.0021859742257156986,0.0015446059725886504,0.0016581294345469294,8.363727523172824e-4,9.034166558270955e-4
2017,7,1,0,2,372.80400000000003,0,0,0,0.006826234815498692,0.025119065541626934,0.05756368716223986,0.05762637565921014,0.06402470885007996,0.10148764682205111,0.10377075990506351,0.11362054661321562,0.1145348221836881,0.08161987682523975,0.0599435966296794,0.04406896340070738,0.029460502659721194,0.02555665208439575,0.02561153518352034,0.01707218776689639,0.010765673734476424,0.008854429492741095,0.013937213351663254,0.007952681390130365,0.0067224761871319885,0.004620196448756037,0.005065839514119319,0.0035892271588235,0.0029246450310179413,0.0026533418768943285,0.0029386178495406715,7.92516921008658e-4,9.205047644872575e-4,0,3.5547417637499804e-4,0,0,0,0.006826234815498692,0.025119065541626934,0.05756368716223986,0.05762637565921014,0.06402470885007996,0.10148764682205111,0.10377075990506351,0.11362054661321562,0.1145348221836881,0.08161987682523975,0.0599435966296794,0.04406896340070738,0.029460502659721194,0.02555665208439575,0.02561153518352034,0.01707218776689639,0.010765673734476424,0.008854429492741095,0.013937213351663254,0.007952681390130365,0.0067224761871319885,0.004620196448756037,0.005065839514119319,0.0035892271588235,0.0029246450310179413,0.0026533418768943285,0.0029386178495406715,7.92516921008658e-4,9.205047644872575e-4,0,3.5547417637499804e-4
2018,7,1,0,2,330.264,0,0,0,0,0.0033048770447869653,0.011079614056990062,0.04188785639630894,0.07528926857846654,0.08867557476933745,0.12315901339081922,0.15729767270783818,0.13468006860274956,0.093633073282939,0.050099665056432104,0.04123047181621369,0.027680470287984024,0.022452471320638812,0.025467336061226753,0.0185870784155951,0.016103954890617778,0.013267504889919042,0.008805927920661854,0.008252427943301182,0.010843674779337429,0.006662866097347369,0.004005003682272596,0.004121757036102724,0.0039639694646216,0.0029632347026616545,0.0011944745842043536,0.0028435988283085105,7.762615632763094e-5,9.894770227526024e-4,0.0013799902132372794,0,0,0,0,0.0033048770447869653,0.011079614056990062,0.04188785639630894,0.07528926857846654,0.08867557476933745,0.12315901339081922,0.15729767270783818,0.13468006860274956,0.093633073282939,0.050099665056432104,0.04123047181621369,0.027680470287984024,0.022452471320638812,0.025467336061226753,0.0185870784155951,0.016103954890617778,0.013267504889919042,0.008805927920661854,0.008252427943301182,0.010843674779337429,0.006662866097347369,0.004005003682272596,0.004121757036102724,0.0039639694646216,0.0029632347026616545,0.0011944745842043536,0.0028435988283085105,7.762615632763094e-5,9.894770227526024e-4,0.0013799902132372794
2019,7,1,0,2,280.382,0,0,0,0.002627239265956585,0.0019171953847044016,0.006860570888138978,0.038695036699581284,0.07064339558368057,0.08826702689469382,0.16551547749852003,0.14777047717897374,0.13268845592947628,0.07439990021529173,0.05719154487206909,0.054713883482859646,0.022533553877249247,0.0346935044707553,0.01836315198102641,0.017651932670649316,0.009750149128118847,0.00982167885546531,0.006550150409331639,0.006409886180952974,0.0029508344363069518,0.012028901072578011,0.005773894698746934,0.0021060860571942355,0.00320205173076018,0.0013503388886322203,0.0029214848631268866,6.804817729075547e-4,8.930238782028186e-4,2.951514110371975e-4,7.335397230118581e-4,0,0,0,0.002627239265956585,0.0019171953847044016,0.006860570888138978,0.038695036699581284,0.07064339558368057,0.08826702689469382,0.16551547749852003,0.14777047717897374,0.13268845592947628,0.07439990021529173,0.05719154487206909,0.054713883482859646,0.022533553877249247,0.0346935044707553,0.01836315198102641,0.017651932670649316,0.009750149128118847,0.00982167885546531,0.006550150409331639,0.006409886180952974,0.0029508344363069518,0.012028901072578011,0.005773894698746934,0.0021060860571942355,0.00320205173076018,0.0013503388886322203,0.0029214848631268866,6.804817729075547e-4,8.930238782028186e-4,2.951514110371975e-4,7.335397230118581e-4
2020,7,1,0,2,178.238,0,0,0,0,8.462198439346467e-4,0.01868132134546252,0.0341235355557887,0.0558705825308942,0.11014830455026002,0.11515590995374732,0.15346520619291182,0.12902231596020963,0.09565971974710788,0.06465013880066693,0.052565053097706926,0.02814845752898284,0.01699659501374476,0.02707602970758292,0.017268726864592143,0.025618869137685553,0.006034529057008161,0.008994592840092248,0.012539192377809556,0.008243107040584821,0.004137742031984049,0.003161382115862656,8.356602731760108e-4,0.0043454543459173385,0.001277622259476145,0,0.0023837149980123593,0.0014491154081501432,0.001300901420647731,0,0,0,0,0,8.462198439346467e-4,0.01868132134546252,0.0341235355557887,0.0558705825308942,0.11014830455026002,0.11515590995374732,0.15346520619291182,0.12902231596020963,0.09565971974710788,0.06465013880066693,0.052565053097706926,0.02814845752898284,0.01699659501374476,0.02707602970758292,0.017268726864592143,0.025618869137685553,0.006034529057008161,0.008994592840092248,0.012539192377809556,0.008243107040584821,0.004137742031984049,0.003161382115862656,8.356602731760108e-4,0.0043454543459173385,0.001277622259476145,0,0.0023837149980123593,0.0014491154081501432,0.001300901420647731,0
2021,7,1,0,2,287.69000000000005,0,0,0,7.940869688408384e-5,0.00105324300745562,0.0016977485814525638,0.008139333698649425,0.023952465690408268,0.0643606345546269,0.10678290777192137,0.12323644746070754,0.171957119019333,0.12679939203821164,0.09981973283104169,0.0691001639907855,0.04873894151140632,0.03712663906583145,0.03501653181789011,0.015284485121852534,0.01684988631671679,0.01173295105864562,0.01290956751879959,0.007263351337930129,0.0034383921437883963,0.0024903724784523275,0.004429131031013978,0.0025217618098117363,0.001898098314719008,0.0015235666552207263,6.184284498957391e-4,8.297800911032252e-4,0,3.4951793544472085e-4,0,0,0,0,7.940869688408384e-5,0.00105324300745562,0.0016977485814525638,0.008139333698649425,0.023952465690408268,0.0643606345546269,0.10678290777192137,0.12323644746070754,0.171957119019333,0.12679939203821164,0.09981973283104169,0.0691001639907855,0.04873894151140632,0.03712663906583145,0.03501653181789011,0.015284485121852534,0.01684988631671679,0.01173295105864562,0.01290956751879959,0.007263351337930129,0.0034383921437883963,0.0024903724784523275,0.004429131031013978,0.0025217618098117363,0.001898098314719008,0.0015235666552207263,6.184284498957391e-4,8.297800911032252e-4,0,3.4951793544472085e-4,0
2022,7,1,0,2,209.214,0,0,0,0,0.0011066988781941046,0.0014098352980258576,0.0071353865252169486,0.007276672635436764,0.03507325130044984,0.0820682015148023,0.10622335210208309,0.16025091008599826,0.15509362144221733,0.10091272789885186,0.09597534075304594,0.05401000119994167,0.027348470569077465,0.04056751991926492,0.035623062412059335,0.022232139518451946,0.014341172092465417,0.013362820174342229,0.011535575737314356,0.0028391893749280675,0.006611382654087543,0.0039418593527382724,0.007915451212143848,0.001045939438572091,0.0023760307502585717,0.002497586424059653,6.408376706020364e-4,4.155700523306149e-4,1.6939301303960306e-4,0,0,0,0,0,0.0011066988781941046,0.0014098352980258576,0.0071353865252169486,0.007276672635436764,0.03507325130044984,0.0820682015148023,0.10622335210208309,0.16025091008599826,0.15509362144221733,0.10091272789885186,0.09597534075304594,0.05401000119994167,0.027348470569077465,0.04056751991926492,0.035623062412059335,0.022232139518451946,0.014341172092465417,0.013362820174342229,0.011535575737314356,0.0028391893749280675,0.006611382654087543,0.0039418593527382724,0.007915451212143848,0.001045939438572091,0.0023760307502585717,0.002497586424059653,6.408376706020364e-4,4.155700523306149e-4,1.6939301303960306e-4,0
1981,7,2,0,2,143.70600000000002,0,0,0,0,0,0,0,0,4.666625926459336e-4,0.00765325017871423,0.01679348110393283,0.02684243990177227,0.06410430966840396,0.05982445126186359,0.05189045856514234,0.07755082905198969,0.05144782825347628,0.08392296386604237,0.09803248982012076,0.0999160329449415,0.08309873313390401,0.07612930586136632,0.06107969177593306,0.03301200266972426,0.04037661159566754,0.01718708388744993,0.021141813862357993,0.00937505433012661,0.0016779062604745478,0.007679242249218403,0.00980996545255444,5.644718162789912e-4,4.229198958981539e-4,0,0,0,0,0,0,0,0,0,4.666625926459336e-4,0.00765325017871423,0.01679348110393283,0.02684243990177227,0.06410430966840396,0.05982445126186359,0.05189045856514234,0.07755082905198969,0.05144782825347628,0.08392296386604237,0.09803248982012076,0.0999160329449415,0.08309873313390401,0.07612930586136632,0.06107969177593306,0.03301200266972426,0.04037661159566754,0.01718708388744993,0.021141813862357993,0.00937505433012661,0.0016779062604745478,0.007679242249218403,0.00980996545255444,5.644718162789912e-4,4.229198958981539e-4,0
1982,7,2,0,2,156.774,0,0,0,0,0,0,0,0,0.001706219943791987,0.00940669442471894,0.018220648508557136,0.054534284931083865,0.062128020164631606,0.07891987543358843,0.07196384007221884,0.07505878922406327,0.09362716418304629,0.07832512167942127,0.0881538761089453,0.06148141463378271,0.07426968666498193,0.056662623321654185,0.03394395506315293,0.028007694707222686,0.033249990983233994,0.02252435079731695,0.02635406102821249,0.013802672771968833,0.005161917740589293,0.007802386303363288,0.0018748366016142436,0,0.001090423687955922,0.001729451020883594,0,0,0,0,0,0,0,0,0.001706219943791987,0.00940669442471894,0.018220648508557136,0.054534284931083865,0.062128020164631606,0.07891987543358843,0.07196384007221884,0.07505878922406327,0.09362716418304629,0.07832512167942127,0.0881538761089453,0.06148141463378271,0.07426968666498193,0.056662623321654185,0.03394395506315293,0.028007694707222686,0.033249990983233994,0.02252435079731695,0.02635406102821249,0.013802672771968833,0.005161917740589293,0.007802386303363288,0.0018748366016142436,0,0.001090423687955922,0.001729451020883594
1983,7,2,0,2,260.74,0,0,0,0,0,0,0,0.0021239274280379313,0.006543282080441199,0.012333467196741266,0.028961110085625328,0.03446009947652852,0.046735006909153234,0.05303251349394086,0.05858080283487917,0.06297311623515799,0.06791071586175511,0.09490842434150566,0.10434913612140778,0.08144824472531968,0.08623102446807031,0.055030431707667186,0.03840599330515453,0.030783925397702975,0.044233371821252476,0.039374427935355366,0.020894780656809463,0.013912523211060929,0.006436345182108832,0.004264250828732413,0.004085570687642686,9.937540039745227e-4,9.937540039745227e-4,0,0,0,0,0,0,0,0,0.0021239274280379313,0.006543282080441199,0.012333467196741266,0.028961110085625328,0.03446009947652852,0.046735006909153234,0.05303251349394086,0.05858080283487917,0.06297311623515799,0.06791071586175511,0.09490842434150566,0.10434913612140778,0.08144824472531968,0.08623102446807031,0.055030431707667186,0.03840599330515453,0.030783925397702975,0.044233371821252476,0.039374427935355366,0.020894780656809463,0.013912523211060929,0.006436345182108832,0.004264250828732413,0.004085570687642686,9.937540039745227e-4,9.937540039745227e-4,0
1984,7,2,0,2,498.19000000000005,0,0,0,0,0,0,1.7659699350846612e-4,1.372737763304676e-4,0.0029825033606576956,0.03335656697880833,0.049575890133000726,0.04351649933068487,0.0412531741542965,0.06069130627615909,0.05394383639373007,0.0740628224442464,0.0841678082928201,0.09545822594942428,0.07605352399869049,0.0903029093067893,0.06897923232980525,0.053473042956472705,0.03487357980174434,0.027088659149976074,0.029694336903618748,0.021322674657621086,0.02698332630872975,0.008148139286362491,0.005826792258306662,0.008214220216291604,0.003790503161715979,0.0037327334445605674,5.648000735677278e-4,0.001629022062080238,0,0,0,0,0,0,1.7659699350846612e-4,1.372737763304676e-4,0.0029825033606576956,0.03335656697880833,0.049575890133000726,0.04351649933068487,0.0412531741542965,0.06069130627615909,0.05394383639373007,0.0740628224442464,0.0841678082928201,0.09545822594942428,0.07605352399869049,0.0903029093067893,0.06897923232980525,0.053473042956472705,0.03487357980174434,0.027088659149976074,0.029694336903618748,0.021322674657621086,0.02698332630872975,0.008148139286362491,0.005826792258306662,0.008214220216291604,0.003790503161715979,0.0037327334445605674,5.648000735677278e-4,0.001629022062080238
1985,7,2,0,2,574.288,0,0,0,0,0,0,7.906462113589254e-4,0.002648034952547246,0.01149836392334707,0.039607466863052714,0.07974489067095383,0.06263144012390086,0.053228086839693343,0.04887125872495924,0.0598244864345132,0.05418772167374196,0.06422937161319352,0.06646192838456833,0.06576376655980105,0.07383330786282877,0.07193396275542539,0.04852404227411957,0.03976005539162594,0.030728412455400405,0.03272803953893405,0.03015943404435179,0.0235557374264079,0.018565426253186006,0.013235195229705917,0.0022418365999749435,0.003040858772921381,0.0013985091240324137,3.5521001616970263e-4,4.5250927928457135e-4,0,0,0,0,0,0,7.906462113589254e-4,0.002648034952547246,0.01149836392334707,0.039607466863052714,0.07974489067095383,0.06263144012390086,0.053228086839693343,0.04887125872495924,0.0598244864345132,0.05418772167374196,0.06422937161319352,0.06646192838456833,0.06576376655980105,0.07383330786282877,0.07193396275542539,0.04852404227411957,0.03976005539162594,0.030728412455400405,0.03272803953893405,0.03015943404435179,0.0235557374264079,0.018565426253186006,0.013235195229705917,0.0022418365999749435,0.003040858772921381,0.0013985091240324137,3.5521001616970263e-4,4.5250927928457135e-4
1986,7,2,0,2,176.964,0,0,0,0,0,0,0,0.0024435636920021164,0.0092291077047929,0.02098845201166738,0.03808943547398207,0.06814616192936426,0.05860909140718242,0.05645559696379181,0.06552575479548814,0.06307124367501869,0.06447436684368589,0.0933130947478267,0.07741644910127277,0.08736677190613724,0.07942919447870923,0.05188897036912199,0.04385255710994842,0.03305819339924402,0.02755981657125996,0.016256335291809632,0.012374960505111915,0.015249550052070333,0.005652779449677287,0.004421246244000438,0.001686703624163106,0.003440602652671206,0,0,0,0,0,0,0,0,0,0.0024435636920021164,0.0092291077047929,0.02098845201166738,0.03808943547398207,0.06814616192936426,0.05860909140718242,0.05645559696379181,0.06552575479548814,0.06307124367501869,0.06447436684368589,0.0933130947478267,0.07741644910127277,0.08736677190613724,0.07942919447870923,0.05188897036912199,0.04385255710994842,0.03305819339924402,0.02755981657125996,0.016256335291809632,0.012374960505111915,0.015249550052070333,0.005652779449677287,0.004421246244000438,0.001686703624163106,0.003440602652671206,0,0
1987,7,2,0,2,73.334,0,0,0,0,0,0,0,0.003967193484042238,0.014891253815921567,0.04516785580483785,0.0692781690828542,0.047270710702265115,0.06457165826129053,0.054722877769661574,0.03663707628803948,0.051217053074340026,0.06486438387008552,0.08016057807565506,0.06911914268898679,0.06691403628651464,0.05936228671012776,0.051730371466451194,0.05400153652377948,0.033773317138904385,0.022650996894631566,0.03300165628011311,0.035211688118449526,0.010829435183274451,0.009849833328079247,0.0015243622461088356,0.013161865588411894,0.006120661317173861,0,0,0,0,0,0,0,0,0,0.003967193484042238,0.014891253815921567,0.04516785580483785,0.0692781690828542,0.047270710702265115,0.06457165826129053,0.054722877769661574,0.03663707628803948,0.051217053074340026,0.06486438387008552,0.08016057807565506,0.06911914268898679,0.06691403628651464,0.05936228671012776,0.051730371466451194,0.05400153652377948,0.033773317138904385,0.022650996894631566,0.03300165628011311,0.035211688118449526,0.010829435183274451,0.009849833328079247,0.0015243622461088356,0.013161865588411894,0.006120661317173861,0,0
1988,7,2,0,2,34.32,0,0,0,0,0,0,0,0,0.003919840102122877,0.032547486976820375,0.10459056651482887,0.02441061523261528,0.044604198823148346,0.06901481405576364,0.05636371912951698,0.10910478969687043,0.09704807785054245,0.11361901287891199,0.05274107056735344,0.08499136600421447,0.032547486976820375,0.08136871744205094,0.03225029543686104,0.036467327078943255,0.008136871744205094,0,0,0,0.008136871744205094,0,0.008136871744205094,0,0,0,0,0,0,0,0,0,0,0,0.003919840102122877,0.032547486976820375,0.10459056651482887,0.02441061523261528,0.044604198823148346,0.06901481405576364,0.05636371912951698,0.10910478969687043,0.09704807785054245,0.11361901287891199,0.05274107056735344,0.08499136600421447,0.032547486976820375,0.08136871744205094,0.03225029543686104,0.036467327078943255,0.008136871744205094,0,0,0,0.008136871744205094,0,0.008136871744205094,0,0,0
1989,7,2,0,2,140.258,0,0,0.0019892957006675117,0.005967887102002536,0.009946478503337559,0.0039785914013350234,0.009946478503337559,0.01853626097970957,0.05359729191010736,0.11417018603204866,0.14411222385803582,0.09223431910780226,0.045650802076000994,0.026966151373445022,0.022908542927175854,0.028621197310299742,0.027460046661023776,0.04023102294036817,0.0550866231932617,0.056308891695528045,0.050458877058862865,0.05384908972737651,0.038733382099138826,0.022472577920428127,0.026538956748889418,0.012697117457748633,0.014073889992834763,0.007549452113893684,0.009946478503337559,0.0019892957006675117,0.0019892957006675117,0,0,0.0019892957006675117,0,0,0.0019892957006675117,0.005967887102002536,0.009946478503337559,0.0039785914013350234,0.009946478503337559,0.01853626097970957,0.05359729191010736,0.11417018603204866,0.14411222385803582,0.09223431910780226,0.045650802076000994,0.026966151373445022,0.022908542927175854,0.028621197310299742,0.027460046661023776,0.04023102294036817,0.0550866231932617,0.056308891695528045,0.050458877058862865,0.05384908972737651,0.038733382099138826,0.022472577920428127,0.026538956748889418,0.012697117457748633,0.014073889992834763,0.007549452113893684,0.009946478503337559,0.0019892957006675117,0.0019892957006675117,0,0,0.0019892957006675117
1990,7,2,0,2,103.346,0,0,0,0,0,0,0.0037211547509814432,0.015539722869668668,0.04093270226079587,0.09647034644630692,0.06970610976616418,0.11516911038966225,0.07603323220459685,0.07226170669976933,0.07048247832361494,0.06435335748190069,0.032956879752910666,0.07190103758409577,0.033865643495591714,0.051648784315719364,0.044327885622523176,0.02394894070040772,0.028061093673449545,0.017748840148014325,0.02363450393253712,0.014066885986338023,0.006718539733948854,0.018745640821133346,0.007705403039869266,0,0,0,0,0,0,0,0,0,0,0,0.0037211547509814432,0.015539722869668668,0.04093270226079587,0.09647034644630692,0.06970610976616418,0.11516911038966225,0.07603323220459685,0.07226170669976933,0.07048247832361494,0.06435335748190069,0.032956879752910666,0.07190103758409577,0.033865643495591714,0.051648784315719364,0.044327885622523176,0.02394894070040772,0.028061093673449545,0.017748840148014325,0.02363450393253712,0.014066885986338023,0.006718539733948854,0.018745640821133346,0.007705403039869266,0,0,0,0,0
1991,7,2,0,2,114.41600000000001,0,0,0,0,0,0,0,0.005370954265198091,0.019720490498440147,0.07628226727523987,0.12707090840193164,0.13407328205331165,0.10496876885608052,0.10692045756150594,0.09916604995969548,0.06384315136751013,0.05016108774452721,0.029452489096963352,0.040040272278833666,0.043281047579791246,0.02342992091441093,0.020134224000372288,0.012805688027055007,0.013706950927069734,0.011958137657297795,0.004154145311157515,0.0048313031646932195,0.008628403058914595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005370954265198091,0.019720490498440147,0.07628226727523987,0.12707090840193164,0.13407328205331165,0.10496876885608052,0.10692045756150594,0.09916604995969548,0.06384315136751013,0.05016108774452721,0.029452489096963352,0.040040272278833666,0.043281047579791246,0.02342992091441093,0.020134224000372288,0.012805688027055007,0.013706950927069734,0.011958137657297795,0.004154145311157515,0.0048313031646932195,0.008628403058914595,0,0,0,0,0,0
1992,7,2,0,2,97.82400000000001,0,0,0.0028315825848577282,0,0,0,0.0037749686980711726,0.008714407125200468,0.04574464009897822,0.08586501873900829,0.10357470050683099,0.09544827875107144,0.08199363119802688,0.055236599501226176,0.061340990171638646,0.050799057805281815,0.06715340267456826,0.057575836768292435,0.04478512139888975,0.034660752813290244,0.04218639936754404,0.059156545448095996,0.02148042271765585,0.023059583310362872,0.015351889720408298,0.0148139172708819,0.007780146210797705,0.011744904752906377,0.0028315825848577282,0,0,0.002095619781256672,0,0,0,0,0.0028315825848577282,0,0,0,0.0037749686980711726,0.008714407125200468,0.04574464009897822,0.08586501873900829,0.10357470050683099,0.09544827875107144,0.08199363119802688,0.055236599501226176,0.061340990171638646,0.050799057805281815,0.06715340267456826,0.057575836768292435,0.04478512139888975,0.034660752813290244,0.04218639936754404,0.059156545448095996,0.02148042271765585,0.023059583310362872,0.015351889720408298,0.0148139172708819,0.007780146210797705,0.011744904752906377,0.0028315825848577282,0,0,0.002095619781256672,0,0
1993,7,2,0,2,193.03400000000002,0,0,0,0,0,0,0.009041701734934189,0.03774457858192383,0.052416106436141495,0.095799919120989,0.12579975704013524,0.09052582173524053,0.07924970081025082,0.05823004131088108,0.04331374656867883,0.07387206070271751,0.05081410074676412,0.038185101865733706,0.027767634882186084,0.042527407811553494,0.03200907641533375,0.039960244149556214,0.02213932218531759,0.02785485115396039,0.01689706229524114,0.01099298373226046,0.011766693096069604,0.005121393135824426,0.0026806664104071436,0.0018113251519206338,0.0011493492994345612,3.361422227936866e-4,0.001993211403750386,0,0,0,0,0,0,0,0.009041701734934189,0.03774457858192383,0.052416106436141495,0.095799919120989,0.12579975704013524,0.09052582173524053,0.07924970081025082,0.05823004131088108,0.04331374656867883,0.07387206070271751,0.05081410074676412,0.038185101865733706,0.027767634882186084,0.042527407811553494,0.03200907641533375,0.039960244149556214,0.02213932218531759,0.02785485115396039,0.01689706229524114,0.01099298373226046,0.011766693096069604,0.005121393135824426,0.0026806664104071436,0.0018113251519206338,0.0011493492994345612,3.361422227936866e-4,0.001993211403750386,0
1994,7,2,0,2,253.64600000000002,0,0,0,0.00165065693066185,5.035733931954774e-4,0.002106777120578447,0.002186850675614201,0.007970709063965518,0.0354810929113118,0.06173827711245712,0.1317072960530719,0.11234447868527585,0.07927918209875151,0.06536474674322189,0.06503742249366663,0.06382618410365402,0.05398845679671689,0.046427904584370835,0.03336290103410286,0.035809898346159184,0.038261505699868,0.03978266966788836,0.026442174622427064,0.012412186585280633,0.015124232293127406,0.01716409835091598,0.01974213023047759,0.0145877855809055,0.0017849747583452646,0.007935614508468716,0.005541964715566538,5.210235178145642e-4,3.10027594755351e-4,0.0016032037273829697,0,0,0,0.00165065693066185,5.035733931954774e-4,0.002106777120578447,0.002186850675614201,0.007970709063965518,0.0354810929113118,0.06173827711245712,0.1317072960530719,0.11234447868527585,0.07927918209875151,0.06536474674322189,0.06503742249366663,0.06382618410365402,0.05398845679671689,0.046427904584370835,0.03336290103410286,0.035809898346159184,0.038261505699868,0.03978266966788836,0.026442174622427064,0.012412186585280633,0.015124232293127406,0.01716409835091598,0.01974213023047759,0.0145877855809055,0.0017849747583452646,0.007935614508468716,0.005541964715566538,5.210235178145642e-4,3.10027594755351e-4,0.0016032037273829697
